word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,syn
enumerate,열거하다,列举，枚举,,/ɪˈnjuːməreɪt/,,", itemize, catalogue, set out, set forth, give",,", itemize, catalogue, set out, set forth, give"
interdict,(법원의) 금지 명령,（法庭发出的）强制令；禁令,,/ˈɪntədɪkt/,,", ban, bar, veto, proscription, interdiction, embargo, moratorium, injunction, restraining order",,", ban, bar, veto, proscription, interdiction, embargo, moratorium, injunction, restraining order"
regress,퇴행[퇴보/회귀]하다,退步；退化；倒退,,/rɪˈɡrɛs/,,", retrogress, relapse, lapse, backslide, go backwards, slip back, drift back, subside, sink back",,", retrogress, relapse, lapse, backslide, go backwards, slip back, drift back, subside, sink back"
dyspepsia,소화 불량,消化不良,,/dɪsˈpɛpsɪə/,,", annoyance, irritation, vexation, exasperation, indignation, huff, moodiness, pet, pique, fit of pique, displeasure",,", annoyance, irritation, vexation, exasperation, indignation, huff, moodiness, pet, pique, fit of pique, displeasure"
elegy,"애가, 비가",（尤指怀念故人或往事的）挽歌；挽诗；哀歌,,/ˈɛlɪdʒi/,,", funeral song, burial hymn, lament, dirge, plaint, requiem, keening",,", funeral song, burial hymn, lament, dirge, plaint, requiem, keening"
coherent,"일관성 있는, 논리[조리] 정연한",（论据、观点、计划）有条理的，连贯的，前后一致的,,/kə(ʊ)ˈhɪər(ə)nt/,,", reasoned, reasonable, well reasoned, rational, sound, cogent",,", reasoned, reasonable, well reasoned, rational, sound, cogent"
inexorable,"멈출[변경할] 수 없는, 거침없는",不可阻拦的,,/ɪnˈɛks(ə)rəb(ə)l/,,", unstoppable, unavoidable, inescapable, inevitable, irrevocable",,", unstoppable, unavoidable, inescapable, inevitable, irrevocable"
fortnight,2주일(간),两星期，两周,,/ˈfɔːtnʌɪt/,,,,
ensue,(어떤 일·결과가) 뒤따르다,（尤指作为结果而）接着发生，继而发生，因而产生,,/ɪnˈsjuː/,,", follow, develop, stem, spring, arise, derive, evolve, proceed, emerge, emanate, issue, flow",,", follow, develop, stem, spring, arise, derive, evolve, proceed, emerge, emanate, issue, flow"
inimical,~에 해로운[반하는/불리한],有害的；不利的；限制性的,,/ɪˈnɪmɪk(ə)l/,,", injurious, detrimental, deleterious, pernicious, damaging, hurtful, dangerous, destructive, ruinous, calamitous",,", injurious, detrimental, deleterious, pernicious, damaging, hurtful, dangerous, destructive, ruinous, calamitous"
undermine,(특히 자신감·권위 등을) 약화시키다,（常指逐渐地）削弱信心、权威等，损害,,/ʌndəˈmʌɪn/,,", wear away, eat away at, chip away, undercut",,", wear away, eat away at, chip away, undercut"
inflect,(단어·언어가) 굴절하다[어미·어형 변화를 하다],（使）（词）发生屈折变化,,/ɪnˈflɛkt/,,", change the tone of, vary, inflect",,", change the tone of, vary, inflect"
presage,(보통 불길한 일의) 전조가 되다,预示，预兆（尤指不祥之事）,,/ˈprɛsɪdʒ/,,", augur, foreshadow, foretell, prophesy, be an omen of, herald, be a sign of, be the harbinger of, be a warning of, give a warning of, warn of, be an indication of, indicate, be a presage of, signal, bode, announce, promise, threaten",,", augur, foreshadow, foretell, prophesy, be an omen of, herald, be a sign of, be the harbinger of, be a warning of, give a warning of, warn of, be an indication of, indicate, be a presage of, signal, bode, announce, promise, threaten"
hone,(특히 기술을) 연마하다,使…变锋利；把…磨尖,,/həʊn/,,", make sharper, make sharp, whet, strop, grind, file, put an edge on",,", make sharper, make sharp, whet, strop, grind, file, put an edge on"
libertine,난봉꾼,放荡鬼，浪荡子,,/ˈlɪbətiːn/,,", ladies' man, playboy, rake, roué, loose-liver, Don Juan, Lothario, Casanova, Romeo",,", ladies' man, playboy, rake, roué, loose-liver, Don Juan, Lothario, Casanova, Romeo"
satiate,"(식욕·성욕 등을) 실컷 만족시키다, 물릴[질릴] 정도로 주다",（尤指饮食或享乐）使饱足，使厌腻,,/ˈseɪʃɪeɪt/,,", fully satisfy, sate",,", fully satisfy, sate"
epigram,경구(警句); 짧은 풍자시,诙谐短诗；警句；隽语,,/ˈɛpɪɡram/,,", witticism, gem, play on words, jest, pun, sally, nice turn of phrase",,", witticism, gem, play on words, jest, pun, sally, nice turn of phrase"
tirade,"장황한 비난, 장광설",长篇抨击性演说,,/tʌɪˈreɪd/,,", invective, polemic, denunciation, rant, broadside, attack, harangue, verbal onslaught",,", invective, polemic, denunciation, rant, broadside, attack, harangue, verbal onslaught"
gaucherie,"어색함, 서투름",（法语）拙劣；笨拙,,/ˈɡəʊʃ(ə)ri/,,", mistake, error, slip",,", mistake, error, slip"
forthright,솔직 담백한,（过于）坦诚的，直率的；直截了当的,,/ˈfɔːθrʌɪt/,,", direct, straightforward, honest, candid, open, sincere, straight, straight to the point, blunt, plain-spoken, outspoken, downright, uninhibited, unreserved, point blank, no-nonsense, matter-of-fact, bluff, undiplomatic, tactless",,", direct, straightforward, honest, candid, open, sincere, straight, straight to the point, blunt, plain-spoken, outspoken, downright, uninhibited, unreserved, point blank, no-nonsense, matter-of-fact, bluff, undiplomatic, tactless"
interregnum,(국가·조직 등에서 신임 지도자가 취임하기 전의) 최고 지도자 부재 기간,（国家或组织的）权力空白期，空位期,,/ˌɪntəˈrɛɡnəm/,,", interlude, intervening time, intervening period, meantime, meanwhile",,", interlude, intervening time, intervening period, meantime, meanwhile"
discord,"불화, 다툼",看法不一致，缺乏共识,,/ˈdɪskɔːd/,,", conflict, friction, hostility",,", conflict, friction, hostility"
deleterious,"해로운, 유해한",有害的，造成危害的,,/ˌdɛlɪˈtɪərɪəs/,,", damaging, detrimental, injurious, inimical, hurtful, bad, adverse, disadvantageous, unfavourable, unfortunate, undesirable",,", damaging, detrimental, injurious, inimical, hurtful, bad, adverse, disadvantageous, unfavourable, unfortunate, undesirable"
philanthropic,"인정 많은, 인자한; 박애(주의)의, 동포애의",慈善的；乐善好施的（尤指透过捐款帮助穷人）,,/ˌfɪlənˈθrɒpɪk/,,", generous, benevolent, humanitarian, public-spirited, altruistic, socially concerned, magnanimous, munificent, open-handed, bountiful, liberal, ungrudging, unstinting, generous to a fault, beneficent, benignant, caring, compassionate, solicitous, unselfish, selfless, humane, kind, kind-hearted, big-hearted",,", generous, benevolent, humanitarian, public-spirited, altruistic, socially concerned, magnanimous, munificent, open-handed, bountiful, liberal, ungrudging, unstinting, generous to a fault, beneficent, benignant, caring, compassionate, solicitous, unselfish, selfless, humane, kind, kind-hearted, big-hearted"
erratic,"불규칙한, 일정치 않은, 변덕스러운",（动作、行为等）不规则的，不确定的，无计划的,,/ɪˈratɪk/,,", inconsistent, changeable, variable, inconstant, uncertain, irregular, unstable, turbulent, unsteady, unsettled, unreliable, undependable, changing, ever-changing, volatile, varying, shifting, fluctuating, fluid, mutable, protean, fitful, wavering, full of ups and downs, peaky",,", inconsistent, changeable, variable, inconstant, uncertain, irregular, unstable, turbulent, unsteady, unsettled, unreliable, undependable, changing, ever-changing, volatile, varying, shifting, fluctuating, fluid, mutable, protean, fitful, wavering, full of ups and downs, peaky"
chide,"꾸짖다, 책망하다",责骂，呵斥，训斥,,/tʃʌɪd/,,", chastise, upbraid, berate, castigate, lambaste, rebuke, reprimand, reproach, reprove, admonish, remonstrate with, lecture, criticize, censure",,", chastise, upbraid, berate, castigate, lambaste, rebuke, reprimand, reproach, reprove, admonish, remonstrate with, lecture, criticize, censure"
cardiac,심장(병)의,心脏的；心脏病的,,/ˈkɑːdɪak/,,,,
hypochondriac,심기증 환자,疑病患者,记忆技巧：hypo 下，低；次等 + chondr 软骨 + iac 有…病的 → 患疑病症的,/hʌɪpə(ʊ)ˈkɒndrɪak/,,", valetudinary, malingering, neurotic, health-obsessed, obsessed with one's health, preoccupied with ill health, anxious about one's health",,", valetudinary, malingering, neurotic, health-obsessed, obsessed with one's health, preoccupied with ill health, anxious about one's health"
turbid,"탁한, 흐린",（液体）浑浊的，污浊的,,/ˈtəːbɪd/,,", muddy, thick",,", muddy, thick"
abrupt,"돌연한, 갑작스런",突然的；意外的,,/əˈbrʌpt/,,", immediate, instantaneous, hurried, hasty, quick, swift, rapid, speedy, precipitate",,", immediate, instantaneous, hurried, hasty, quick, swift, rapid, speedy, precipitate"
peripatetic,(특히 일을 하러) 이동해 다니는,（通常指因工作而）巡回的，流动的；漫游的,,/ˌpɛrɪpəˈtɛtɪk/,,", itinerant, travelling, wandering, roving, roaming, migrant, migratory, ambulatory, unsettled, vagabond, vagrant",,", itinerant, travelling, wandering, roving, roaming, migrant, migratory, ambulatory, unsettled, vagabond, vagrant"
infatuated,(사랑하는 대상에게) 미쳐 있는[푹 빠진],（通常短期）热恋的，着迷的,,/ɪnˈfatʃuːeɪtɪd/,,,,
limpid,맑은,清澈的，透明的,,/ˈlɪmpɪd/,,", transparent, glassy, glasslike, crystal clear, crystalline, see-through, translucent, pellucid, unclouded, uncloudy",,", transparent, glassy, glasslike, crystal clear, crystalline, see-through, translucent, pellucid, unclouded, uncloudy"
prevaricate,얼버무리다,支吾，搪塞，含糊其词；顾左右而言他,,/prɪˈvarɪkeɪt/,,", be evasive, be non-committal, be vague, be ambiguous, dodge the issue, evade the issue, beat about the bush, hedge, hedge one's bets, fudge the issue",,", be evasive, be non-committal, be vague, be ambiguous, dodge the issue, evade the issue, beat about the bush, hedge, hedge one's bets, fudge the issue"
trite,진부한; 독창적이지 못한,陈腐的；老一套的,,/trʌɪt/,,", banal, clichéd, platitudinous, vapid, commonplace, ordinary, common, stock, conventional, stereotyped, predictable",,", banal, clichéd, platitudinous, vapid, commonplace, ordinary, common, stock, conventional, stereotyped, predictable"
vituperate,"호통치다, 욕설하다; 혹평하다",责骂;谩骂;痛斥,记忆技巧：vituper 责备 + ate 表动词 → 严厉责备,/vɪˈtjuːpəreɪt/,,", rail against, inveigh against, fulminate against, attack, upbraid, berate, harangue, lambaste, reprimand, castigate, chastise, rebuke, scold, chide, censure, condemn, damn, denounce, find fault with, run down, take to task, vilify, denigrate, calumniate, insult, abuse, curse, slander, smear",,", rail against, inveigh against, fulminate against, attack, upbraid, berate, harangue, lambaste, reprimand, castigate, chastise, rebuke, scold, chide, censure, condemn, damn, denounce, find fault with, run down, take to task, vilify, denigrate, calumniate, insult, abuse, curse, slander, smear"
genuflect,무릎을 꿇다(경의를 표하거나 예배를 드리기 위해 한 쪽 또는 양 쪽 무릎을 꿇는 것),（尤指进出天主教教堂时）下跪，跪拜,,/ˈdʒɛnjʊflɛkt/,,", get down on one's knees, genuflect, bow, bow down, make obeisance, kowtow, curtsy, show reverence, show deference",,", get down on one's knees, genuflect, bow, bow down, make obeisance, kowtow, curtsy, show reverence, show deference"
abdicate,"왕위에서 물러나다, 퇴위하다",逊位；退（位），让（位），正式放弃（王位）,,/ˈabdɪkeɪt/,,", retire, quit, stand down, step down, bow out, renounce the throne",,", retire, quit, stand down, step down, bow out, renounce the throne"
dissuade,(~을 하지 않도록) ~를 설득[만류]하다,劝说…不做某事，劝阻,,/dɪˈsweɪd/,,", deter, prevent, disincline, turn aside, divert, sidetrack",,", deter, prevent, disincline, turn aside, divert, sidetrack"
fealty,(특히 왕에 대한) 충성 서약,（对国王或女王）忠诚的，忠心耿耿的,,/ˈfiːəlti/,,", faithfulness, fidelity, obedience, fealty, adherence, homage, devotion, bond",,", faithfulness, fidelity, obedience, fealty, adherence, homage, devotion, bond"
putative,"(…로) 추정되는, 추정상의",假定存在的，被认为存在的,,/ˈpjuːtətɪv/,,", seeming, alleged, putative, reputed, rumoured, claimed, purported, ostensible, specious",,", seeming, alleged, putative, reputed, rumoured, claimed, purported, ostensible, specious"
decadent,"타락한, 퇴폐적인",（人或组织）腐朽的；颓废的；堕落的,,/ˈdɛkəd(ə)nt/,,", dissipated, degenerate, corrupt, depraved, louche, rakish, shameless, sinful, unprincipled, immoral, licentious, wanton, abandoned, unrestrained, profligate, intemperate, fast-living",,", dissipated, degenerate, corrupt, depraved, louche, rakish, shameless, sinful, unprincipled, immoral, licentious, wanton, abandoned, unrestrained, profligate, intemperate, fast-living"
gainsay,"부정하다, 반대하다",否认；反驳；反对,,/ɡeɪnˈseɪ/,,", dispute, disagree with, argue with, dissent from, contradict, repudiate, declare untrue, challenge, oppose, contest, counter, fly in the face of",,", dispute, disagree with, argue with, dissent from, contradict, repudiate, declare untrue, challenge, oppose, contest, counter, fly in the face of"
slothful,나태한,懒惰的，懒散的,,/ˈsləʊθfʊl/,,", idle, indolent, work-shy, inactive, inert, sluggish, apathetic, lethargic, listless, languid, torpid, slow-moving, slow, heavy, dull, enervated, shiftless, lackadaisical",,", idle, indolent, work-shy, inactive, inert, sluggish, apathetic, lethargic, listless, languid, torpid, slow-moving, slow, heavy, dull, enervated, shiftless, lackadaisical"
